"Year","Event","DataCards","Deaths","Houses.Ruined","Affected","Monetary.LossUSD","Event_Severity","Event_factor"
"2008","MARITIME DISASTER",3,5,0,105,0,167,21
"2008","OTHER",1,18,0,0,0,1800,25
"2008","ROCKSLIDE",2,0,0,555,0,0,27
"2008","SNOW",20,0,0,0,0,0,29
"2008","STORM",138,0,0,0,0,0,30
"2008","THUNDER",4,0,0,0,0,0,32
"2008","TRAFFIC ACCIDENT",4,56,0,46,1750,1400,34
"2009","AVALANCHE",9,13,0,99,0,144,3
"2009","DRAUGHT",2,0,0,0,0,0,6
"2009","EARTHQUAKE",1,0,0,0,0,0,8
"2009","FIRE",13,4,55,0,0,31,11
"2009","FLOOD",11,35,108,307,0,318,12
"2009","FOG",1,0,0,0,0,0,13
"2009","FOREST FIRE",22,2,0,0,181332,9,14
"2009","FROST",6,0,0,0,0,0,15
"2009","HAIL",63,0,0,0,0,0,17
"2009","HEAVY RAIN",3,3,369,0,4457915,100,18
"2009","LANDSLIDE",12,6,66,1268,0,50,20
"2009","MARITIME DISASTER",5,0,0,67,0,0,21
"2009","MINING ACCIDENTS",1,19,0,0,0,1900,22
"2009","ROCKSLIDE",5,3,25,250,0,60,27
"2009","SNOW",2,0,0,0,0,0,29
"2009","STORM",189,0,0,0,0,0,30
"2009","THUNDER",11,0,0,3,0,0,32
"2009","TRAFFIC ACCIDENT",7,30,0,333,14210,429,34
"2010","DRAUGHT",3,0,0,0,0,0,6
"2010","EARTHQUAKE",5,42,11632,12791,0,840,8
"2010","FIRE",19,14,365,18,0,74,11
"2010","FLOOD",13,22,18369,5,0,169,12
"2010","FOG",7,0,0,0,0,0,13
"2010","FOREST FIRE",4,0,0,0,796705,0,14
"2010","FROST",28,0,0,37,0,0,15
"2010","HAIL",69,0,4,17,0,0,17
"2010","HEAVY RAIN",11,7,54,0,9625,64,18
"2010","LANDSLIDE",16,2,71,580,0,12,20
"2010","MARITIME DISASTER",7,1,0,31,2450000,14,21
"2010","MINING ACCIDENTS",3,46,0,4,0,1533,22
"2010","OTHER",14,9,0,0,0,64,25
"2010","ROCKSLIDE",3,0,0,48,0,0,27
"2010","SNOW",7,0,0,0,0,0,29
"2010","STORM",205,2,0,0,0,1,30
"2010","THUNDER",10,0,0,0,0,0,32
"2010","TRAFFIC ACCIDENT",4,33,0,103,2100,825,34
"2010","TRAIN ACCIDENT",1,1,0,700,0,100,35
"2011","EARTHQUAKE",4,687,17054,0,0,17175,8
"2011","FIRE",25,8,94,0,0,32,11
"2011","FLOOD",5,4,492,28,0,80,12
"2011","FOG",1,0,0,0,0,0,13
"2011","HAIL",19,1,0,0,0,5,17
"2011","HEAVY RAIN",2,2,1,0,0,100,18
"2011","LANDSLIDE",1,1,0,0,0,100,20
"2011","OTHER",4,22,171,0,0,550,25
"2011","SNOW",2,0,0,0,0,0,29
"2011","STORM",10,0,0,0,0,0,30
"2011","THUNDER",2,1,1,0,0,50,32
"2011","TRAFFIC ACCIDENT",3,36,0,0,0,1200,34
"2012","AVALANCHE",1,1,0,0,0,100,3
"2012","DROWNING",2,3,0,3,0,150,7
"2012","FIRE",8,2,30,3,0,25,11
"2012","FLOOD",5,15,610,0,0,300,12
"2012","FOREST FIRE",1,0,0,0,0,0,14
"2012","LANDSLIDE",1,0,11,0,0,0,20
"2012","MARITIME DISASTER",1,63,0,112,0,6300,21
"2012","THUNDER",1,0,0,0,0,0,32
"2012","TRAFFIC ACCIDENT",3,17,0,69,0,567,34
"2013","AVALANCHE",4,4,0,3,0,100,3
"2013","AVIATION ACCIDENT",1,4,0,0,0,400,4
"2013","COLLAPSE",6,0,0,0,0,0,5
"2013","DROWNING",23,34,0,0,0,148,7
"2013","EXPLOTION",3,2,0,6,0,67,9
"2013","FIRE",25,18,4,45,0,72,11
"2013","FLOOD",9,9,0,4,0,100,12
"2013","HAIL",3,0,0,0,0,0,17
"2013","HEAVY RAIN",4,1,0,173,0,25,18
"2013","INDUSTRIAL EXPLOSIONS",1,0,0,0,0,0,19
"2013","LANDSLIDE",3,1,6,0,0,33,20
"2013","MARITIME DISASTER",1,2,0,7,0,200,21
"2013","MINING ACCIDENTS",9,27,0,0,0,300,22
"2013","OTHER",4,5,17,3,0,125,25
"2013","POISONING",2,5,0,24,0,250,26
"2013","SNOW",5,0,0,1048,0,0,29
"2013","STUCK",7,0,0,23,0,0,31
"2013","TRAFFIC ACCIDENT",30,55,0,106,0,183,34
"2014","ACID RAIN",2,0,1,0,0,0,1
"2014","AIR POLLUTION",1,1,0,0,0,100,2
"2014","AVALANCHE",1,4,0,0,0,400,3
"2014","COLLAPSE",8,1,0,0,0,12,5
"2014","DRAUGHT",3,2,0,0,0,67,6
"2014","DROWNING",7,8,0,0,0,114,7
"2014","EXPLOTION",3,1,0,0,0,33,9
"2014","FAMINE",2,1,0,0,0,50,10
"2014","FIRE",29,6,2,18,0,21,11
"2014","FOG",8,0,0,0,0,0,13
"2014","FOREST FIRE",3,0,0,0,0,0,14
"2014","HEAVY RAIN",4,0,0,0,0,0,18
"2014","INDUSTRIAL EXPLOSIONS",3,0,0,0,0,0,19
"2014","MARITIME DISASTER",1,0,0,0,0,0,21
"2014","MINING ACCIDENTS",3,3,0,0,0,100,22
"2014","NUCLEAR ACCIDENTS",1,0,0,0,0,0,24
"2014","OTHER",3,0,0,0,0,0,25
"2014","POISONING",13,9,0,41,0,69,26
"2014","ROCKSLIDE",4,2,0,0,0,50,27
"2014","SEVERE COLDS",1,0,0,0,0,0,28
"2014","SNOW",1,0,0,0,0,0,29
"2014","TORNADO",1,0,0,0,0,0,33
"2014","TRAFFIC ACCIDENT",158,125,0,27,0,79,34
"2014","TRAIN ACCIDENT",2,1,0,0,0,50,35
