"Year","Event","DataCards","Deaths","Houses.Ruined","Affected","Monetary.LossUSD","Event_Severity","Event_factor"
"1984","INTOXICATION",7,26,0,0,0,371,21
"1984","LANDSLIDE",7,9,7121,35120,0,129,22
"1984","LEAK",5,8,0,10007,0,160,23
"1984","PLAGUE",21,0,0,0,25200000,0,27
"1984","POLLUTION",3,0,0,0,30000000,0,28
"1984","RAIN",23,8,4,12,0,35,29
"1984","SNOWSTORM",4,10,4,0,3600000,250,33
"1984","STORM",8,2,233,80,2100000,25,35
"1984","STRONGWIND",10,2,18,40,6600000,20,36
"1984","STRUCTURE",2,1,0,0,0,50,37
"1985","ACCIDENT",4,5,0,0,0,125,1
"1985","BIOLOGICAL",3,0,0,0,0,0,4
"1985","DROUGHT",11,27,0,0,0,245,7
"1985","EARTHQUAKE",24,10057,157420,255600,34200000,41904,8
"1985","EXPLOSION",14,24,8,41,56100000,171,12
"1985","FIRE",23,9,47,92,9190860,39,14
"1985","FLOOD",23,3,11321,335000,9000000,13,15
"1985","FORESTFIRE",1,0,0,0,0,0,17
"1985","FROST",8,2,0,0,0,25,18
"1985","HAILSTORM",3,0,1,0,0,0,19
"1985","FAMINE",2,0,0,500000,0,0,13
"1985","HEATWAVE",2,0,0,0,0,0,20
"1985","INTOXICATION",7,8,0,0,0,114,21
"1985","LANDSLIDE",3,9,1,0,0,300,22
"1985","PANIC",7,8,0,0,0,114,26
"1985","PLAGUE",2,0,0,0,0,0,27
"1985","POLLUTION",2,0,0,200,0,0,28
"1985","RATIONING",1,0,0,185000,0,0,30
"1985","RAIN",1,0,0,0,0,0,29
"1985","SNOWSTORM",4,7,0,7,0,175,33
"1985","STORM",3,0,0,0,0,0,35
"1985","STRONGWIND",10,0,0,0,0,0,36
"1985","TSUNAMI",2,0,0,0,0,0,40
"1986","ACCIDENT",4,201,0,0,0,5025,1
"1986","DROUGHT",27,0,0,100000,392200000,0,7
"1986","EARTHQUAKE",3,0,0,0,0,0,8
"1986","EPIDEMIC",22,0,0,20000,0,0,10
"1986","EXPLOSION",29,33,6,0,9000000,114,12
"1986","FIRE",45,50,172,205,603740000,111,14
"1986","FLOOD",49,40,3377,210748,853200000,82,15
"1986","FORESTFIRE",5,9,0,0,30000000,180,17
"1986","FROST",10,16,0,0,177360000,160,18
"1986","HAILSTORM",2,0,0,0,0,0,19
"1986","FAMINE",2,0,0,0,0,0,13
"1986","HEATWAVE",1,3,0,0,0,300,20
"1986","SINKING",5,0,30,600,60000000,0,32
"1986","INTOXICATION",8,8,0,1,0,100,21
"1986","LANDSLIDE",4,2,3,0,42000000,50,22
"1986","LEAK",3,0,0,0,0,0,23
"1986","COLD WAVE",1,0,0,0,0,0,6
"1986","PLAGUE",4,0,0,0,0,0,27
"1986","POLLUTION",2,0,0,0,0,0,28
"1986","RATIONING",1,0,0,300000,0,0,30
"1986","RAIN",6,9,72,4000,450000000,150,29
"1986","SNOWSTORM",8,0,0,5000,0,0,33
"1986","STORM",10,0,1180,17000,6001200,0,35
"1986","STRUCTURE",2,3,0,0,0,150,37
"1986","SURGE",1,0,0,0,0,0,38
"1987","ACCIDENT",6,100,0,0,0,1667,1
"1987","BIOLOGICAL",2,0,0,0,18000000,0,4
"1987","DROUGHT",18,12,0,77000,33000000,67,7
"1987","EARTHQUAKE",1,0,0,800,0,0,8
"1987","ELECTRICSTORM",1,0,0,0,0,0,9
"1987","EPIDEMIC",5,79,0,0,0,1580,10
"1987","EXPLOSION",18,16,10,0,30000000,89,12
"1987","FIRE",24,10,9,0,208740000,42,14
"1987","FLOOD",27,29,1502,9700,9000000,107,15
"1987","FORESTFIRE",7,0,0,0,33000000,0,17
"1987","FROST",37,22,0,4000,1600000000,59,18
"1987","HAILSTORM",9,13,2,4000,0,144,19
"1987","HEATWAVE",2,10,0,0,0,500,20
"1987","INTOXICATION",3,8,0,0,0,267,21
"1987","LANDSLIDE",6,4,1,0,420000,67,22
"1987","LEAK",2,5,0,500,0,250,23
"1987","PLAGUE",1,0,0,0,0,0,27
"1987","RAIN",6,0,202,8004,0,0,29
"1987","SNOWSTORM",6,13,0,0,0,217,33
"1987","STORM",12,2,503,4500,9000000,17,35
"1987","STRONGWIND",1,0,0,0,0,0,36
"1987","STRUCTURE",1,4,0,0,0,400,37
"1988","ACCIDENT",6,40,0,0,0,667,1
"1988","BIOLOGICAL",1,0,0,0,0,0,4
"1988","DROUGHT",15,0,0,0,90000000,0,7
"1988","EPIDEMIC",8,30,0,0,0,375,10
"1988","EXPLOSION",17,140,26,0,9000000,824,12
"1988","FIRE",33,35,35,50,520800000,106,14
"1988","FLOOD",101,88,11584,942086,1600000000,87,15
"1988","FORESTFIRE",24,5,0,0,0,21,17
"1988","FROST",16,71,0,0,0,444,18
"1988","FAMINE",1,60,0,0,0,6000,13
"1988","HEATWAVE",3,8,0,0,0,267,20
"1988","INTOXICATION",1,0,0,0,0,0,21
"1988","LANDSLIDE",7,23,5,0,0,329,22
"1988","LEAK",4,0,0,285,0,0,23
